Title,Link,Instructor,Publication Date,Short Description,Post ID,Full Description,Language
How People Tick (Metaprograms Workshop),https://dev.whiteboard.com.sa/courses/how-people-tick-metaprograms-workshop/,Roni Matar,"Thu, 30 Jan 2025 17:49:59 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance leadership, teamwork, and personal development",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Enhance leadership, teamwork, and personal development Overview:This workshop explores metaprograms mental frameworks that influence behavior, decision-making, and communication. By understanding these patterns, participants can enhance their leadership, teamwork, and personal development strategies.Learning Outcomes:Understand the concept and application of metaprograms in different contexts.Identify personality traits, motivation patterns, and decision-making styles.Explore working styles, stress responses, and approaches to collaboration.Apply metaprogram insights to therapy, sales, recruiting, and team building.Course Content:Ch 1: Introduction to MetaprogramsCh 2: Personality Traits and BehaviorCh 3: Motivation Patterns and Decision-MakingCh 4: Working Styles and Stress ResponsesCh 5: Communication Styles: Inferential vs. LiteralCh 6: Proactive vs. Reactive Behaviors in Problem SolvingCh 7: Towards vs. Away Motivation and Goal SettingCh 8: Internal vs. External Motivation and FeedbackCh 9: Options vs. Procedures in Decision-MakingCh 10: Sameness vs. Difference: Preferences for ChangeCh 11: Convincer Strategies: How People Validate DecisionsCh 12: Applying Metaprograms to Leadership and Team Building",Language:English
Business Model You,https://dev.whiteboard.com.sa/courses/business-model-you-2/,Roni Matar,"Thu, 30 Jan 2025 17:48:21 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Design, analyze, and adapt their personal business models",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Design, analyze, and adapt their personal business models Overview:This course provides a comprehensive framework for individuals to design, analyze, and adapt their personal business models. Participants will explore goal-setting, career alignment, and actionable strategies for success, using tools like the Business Model Personal Canvas.Learning Outcomes:Understand the four stages of learning and how to achieve unconscious competence.Discover how to balance personal and professional goals.Apply principles for success, including goal-setting and behavioral flexibility.Use the Business Model Personal Canvas to analyze and improve life strategies.Course Content:Ch 1: The 4 Steps to LearningCh 2: Principles for SuccessCh 3: Questions to an Achievable OutcomeCh 4: Applying the Business Model Personal Canvas",Language:English
Business Model You,https://dev.whiteboard.com.sa/courses/business-model-you/,Roni Matar,"Thu, 30 Jan 2025 17:47:25 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Design, analyze, and adapt their personal business models",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Design, analyze, and adapt their personal business models Overview:This course provides a comprehensive framework for individuals to design, analyze, and adapt their personal business models. Participants will explore goal-setting, career alignment, and actionable strategies for success, using tools like the Business Model Personal Canvas.Learning Outcomes:Understand the four stages of learning and how to achieve unconscious competence.Discover how to balance personal and professional goals.Apply principles for success, including goal-setting and behavioral flexibility.Use the Business Model Personal Canvas to analyze and improve life strategies.Course Content:Ch 1: The 4 Steps to LearningCh 2: Principles for SuccessCh 3: Questions to an Achievable OutcomeCh 4: Applying the Business Model Personal Canvas",Language:Arabic
Rethinking Problem Solving,https://dev.whiteboard.com.sa/courses/rethinking-problem-solving2/,Roni Matar,"Thu, 30 Jan 2025 17:45:13 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Explores the essence of problem solving",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Explores the essence of problem solving Overview:This workshop explores the essence of problem-solving by examining the brain’s role in problem creation, identifying problem structures, and taking appropriate steps to address them. Participants will learn proactive strategies and how to seek support effectively.Learning Outcomes:Understand the brain’s role in creating problems.Identify the structural source of a problem.Distinguish between reactive and proactive problem-solving approaches.Recognize different levels of problems and the support needed for resolution.Course Content:Ch 1: Understanding the Brain and ProblemsCh 2: Logical Levels and Problem StructureCh 3: Proactive vs. Reactive Problem SolvingCh 4: Seeking Support and Effective Help",Language:English
Rethinking Problem Solving,https://dev.whiteboard.com.sa/courses/rethinking-problem-solving/,Roni Matar,"Thu, 30 Jan 2025 17:44:22 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Explores the essence of problem solving",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Explores the essence of problem solving Overview:This workshop explores the essence of problem-solving by examining the brain’s role in problem creation, identifying problem structures, and taking appropriate steps to address them. Participants will learn proactive strategies and how to seek support effectively.Learning Outcomes:Understand the brain’s role in creating problems.Identify the structural source of a problem.Distinguish between reactive and proactive problem-solving approaches.Recognize different levels of problems and the support needed for resolution.Course Content:Ch 1: Understanding the Brain and ProblemsCh 2: Logical Levels and Problem StructureCh 3: Proactive vs. Reactive Problem SolvingCh 4: Seeking Support and Effective Help",Language:English
Optimizing Yourself – Energize Your Mind Back to Focus,https://dev.whiteboard.com.sa/courses/optimizing-yourself-energize-your-mind-back-to-focus-2/,Roni Matar,"Thu, 30 Jan 2025 17:42:50 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Practical strategies to optimize productivity",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Practical strategies to optimize productivity Overview:This workshop is designed to help participants regain focus, overcome distractions, and combat limiting beliefs. By addressing environmental challenges and stress, participants will learn practical strategies to optimize their mental clarity and productivity.Learning Outcomes:Identify and challenge limiting beliefs that hinder productivity.Understand the impact of environmental distractions on focus.Develop strategies to manage stress and pressure effectively.Learn the importance of mindfulness and present-moment awareness.Course Content:Ch 1: Recognizing and Overcoming Limiting BeliefsCh 2: The Impact of Environmental DistractionsCh 3: The Gap Between Planning and DoingCh 4: Stress Management TechniquesCh 5: Practicing Present-Moment AwarenessCh 6: Building Habits for Sustained Focus",Language:Arabic
Optimizing Yourself – Energize Your Mind Back to Focus,https://dev.whiteboard.com.sa/courses/optimizing-yourself-energize-your-mind-back-to-focus/,Roni Matar,"Thu, 30 Jan 2025 17:42:04 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Practical strategies to optimize productivity",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Practical strategies to optimize productivity Overview:This workshop is designed to help participants regain focus, overcome distractions, and combat limiting beliefs. By addressing environmental challenges and stress, participants will learn practical strategies to optimize their mental clarity and productivity.Learning Outcomes:Identify and challenge limiting beliefs that hinder productivity.Understand the impact of environmental distractions on focus.Develop strategies to manage stress and pressure effectively.Learn the importance of mindfulness and present-moment awareness.Course Content:Ch 1: Recognizing and Overcoming Limiting BeliefsCh 2: The Impact of Environmental DistractionsCh 3: The Gap Between Planning and DoingCh 4: Stress Management TechniquesCh 5: Practicing Present-Moment AwarenessCh 6: Building Habits for Sustained Focus",Language:English
How Do You Eat a Whale,https://dev.whiteboard.com.sa/courses/how-do-you-eat-a-whale-2/,Roni Matar,"Thu, 30 Jan 2025 17:40:09 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create actionable steps for achieving success",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create actionable steps for achieving success Overview:This workshop focuses on understanding procrastination, its root causes, and practical strategies to overcome it. Participants will learn techniques to set clear goals, leverage personal values for motivation, and create actionable steps for achieving success.Learning Outcomes:Define procrastination and identify its causes.Recognize personal time-wasting habits and how to address them.Understand how fear and lack of commitment influence procrastination.Develop strategies to set clear goals and use values to stay motivated.Course Content:Ch 1: What is Procrastination?Ch 2: Why Does Procrastination Happen?Ch 3: Strategies to Overcome ProcrastinationCh 4: Goal Setting and Motivation Through Values",Language:Arabic
How Do You Eat a Whale,https://dev.whiteboard.com.sa/courses/how-do-you-eat-a-whale/,Roni Matar,"Thu, 30 Jan 2025 17:39:32 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create actionable steps for achieving success",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Create actionable steps for achieving success Overview:This workshop focuses on understanding procrastination, its root causes, and practical strategies to overcome it. Participants will learn techniques to set clear goals, leverage personal values for motivation, and create actionable steps for achieving success.Learning Outcomes:Define procrastination and identify its causes.Recognize personal time-wasting habits and how to address them.Understand how fear and lack of commitment influence procrastination.Develop strategies to set clear goals and use values to stay motivated.Course Content:Ch 1: What is Procrastination?Ch 2: Why Does Procrastination Happen?Ch 3: Strategies to Overcome ProcrastinationCh 4: Goal Setting and Motivation Through Values",Language:English
Stress Management & Resilience,https://dev.whiteboard.com.sa/courses/stress-management-resilience/,Jaspreet Bhatia,"Thu, 30 Jan 2025 17:37:05 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Manage stress in personal and professional lives",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Manage stress in personal and professional lives Overview:This course focuses on equipping participants with practical strategies and techniques to effectively manage stress in their personal and professional lives, fostering resilience and productivity. Participants will explore the impact of stress on physical and mental health, learn coping strategies, and develop resilience-building techniques. The course also addresses enhancing productivity through stress assessment and effective communication.Learning Outcomes:Understand the impact of stress on health and productivity.Apply tools and techniques for stress reduction.Build personal and professional resilience.Identify strategies to enhance productivity through stress assessment.Course Content:Recognizing Signs and Symptoms of StressTools for Stress ReductionBuilding a Resilient SystemPracticing Effective Communication",Language:English
Customer Experience Excellence,https://dev.whiteboard.com.sa/courses/customer-experience-excellence/,Jaspreet Bhatia,"Thu, 30 Jan 2025 17:35:27 +0000","<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Strategies to deliver exceptional customer experiences",,"<body><img width=""640"" height=""369"" src=""https://dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" style=""float:left; margin:0 15px 15px 0;"" decoding=""async"" srcset=""https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?w=970&amp;ssl=1 970w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=300%2C173&amp;ssl=1 300w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=768%2C443&amp;ssl=1 768w, https://i0.wp.com/dev.whiteboard.com.sa/wp-content/uploads/2024/11/online.jpg?resize=600%2C346&amp;ssl=1 600w"" sizes=""(max-width: 640px) 100vw, 640px"" loading=""lazy""></body>Strategies to deliver exceptional customer experiences Overview:Focused on sectors like retail, banking, and hospitality, this course empowers participants with strategies to deliver exceptional customer experiences, emphasizing actionable tools and employee empowerment. Participants will explore customer journey mapping, critical touchpoints, and feedback mechanisms to enhance satisfaction and loyalty.Learning Outcomes:Identify customer needs and expectations.Map critical touchpoints to improve experiences.Implement effective feedback mechanisms.Empower teams for exceptional service delivery.Course Content:Understanding Customer NeedsMapping Customer JourneysDesigning Customer-Centric CulturesImplementing Feedback Mechanisms",Language:English
